,xtf_id,Address,PostCode,Municipality,Canton,BeginningOfOperation,InitialPower,TotalPower,MainCategory,SubCategory,PlantCategory,_x,_y,lon,lat,cumsum
242761,408014,Freimettigenstrasse 9,3510,Konolfingen,BE,2024-06-28,61.63,61.63,maincat_2,subcat_2,plantcat_8,2614036.0,1191322.0,7.622744363867043,46.8728754472459,5062.599999999998
241543,374607,Winkelmattstrasse 15,3510,Konolfingen,BE,2024-07-03,10.47,10.47,maincat_2,subcat_2,plantcat_8,2614630.0,1193020.0,7.630590108065855,46.88813663276642,5073.069999999998
242057,370937,Sonneggweg 13,3510,Konolfingen,BE,2024-07-22,11.4,11.4,maincat_2,subcat_2,plantcat_9,2613101.0,1192377.0,7.610510155185959,46.882384435929836,5084.4699999999975
246209,361420,Alpenstrasse 25,3510,Konolfingen,BE,2024-08-05,19.05,19.05,maincat_2,subcat_2,plantcat_9,2614584.0,1193067.0,7.629988053552412,46.88856041546383,5103.519999999998
236942,359175,Buchwaldstrasse 7,3510,Konolfingen,BE,2024-08-21,27.66,27.66,maincat_2,subcat_2,plantcat_9,2614070.0,1192571.0,7.623228716046599,46.88410980446737,5131.179999999998
248236,373050,Birkenweg 3,3510,Konolfingen,BE,2024-08-26,14.62,14.62,maincat_2,subcat_2,plantcat_8,2613942.0,1191876.0,7.621528231742351,46.8778607894561,5145.799999999997
265744,415716,Ursellen 42,3510,Konolfingen,BE,2024-09-14,4.3,4.3,maincat_2,subcat_2,plantcat_8,2612585.0,1192039.0,7.603731309996953,46.879353958216115,5150.099999999998
250642,376435,Breitsteinweg 82,3510,Freimettigen,BE,2024-10-01,187.16,187.16,maincat_2,subcat_2,plantcat_8,2615523.0,1190517.0,7.642222006273442,46.86560134930099,5337.2599999999975
255632,384449,Niesenstrasse 8,3510,Konolfingen,BE,2024-10-29,21.36,21.36,maincat_2,subcat_2,plantcat_8,2613625.0,1191887.0,7.6173700908958235,46.87796627901231,5358.619999999997
255628,384473,Niesenstrasse 6,3510,Konolfingen,BE,2024-10-30,67.64,67.64,maincat_2,subcat_2,plantcat_8,2613655.0,1191881.0,7.617763458658789,46.877911694860124,5426.2599999999975
258722,413373,Burgdorfstrasse 88,3510,Konolfingen,BE,2024-12-18,32.73,32.73,maincat_2,subcat_2,plantcat_8,2614925.0,1193378.0,7.634472389760866,46.89135039678712,5458.989999999997
253027,408482,Winkelmattstrasse 2b,3510,Konolfingen,BE,2025-01-16,18.69,18.69,maincat_2,subcat_2,plantcat_8,2614500.0,1192877.0,7.628879887084576,46.886853149584944,5477.679999999997
292195,411820,Katzengässli 11,3510,Konolfingen,BE,2025-03-03,34.44,34.44,maincat_2,subcat_2,plantcat_8,,,,,5512.119999999996
265668,415028,Emmentalstrasse 67,3510,Konolfingen,BE,2025-03-31,11.13,11.13,maincat_2,subcat_2,plantcat_8,2614730.0,1192653.0,7.631890366784947,46.88483318040504,5523.249999999996
294461,414594,Katzengässli 25,3510,Konolfingen,BE,2025-05-14,12.56,12.56,maincat_2,subcat_2,plantcat_8,,,,,5535.809999999997
